ruleId,test_id,file,line,ground_truth
java/stack-trace-exposure,BenchmarkTest00054,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,133,0
java/stack-trace-exposure,BenchmarkTest00054,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,139,0
java/stack-trace-exposure,BenchmarkTest00054,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,145,0
java/stack-trace-exposure,BenchmarkTest00054,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,151,0
java/stack-trace-exposure,BenchmarkTest00054,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,157,0
java/stack-trace-exposure,BenchmarkTest00054,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,163,0
java/stack-trace-exposure,BenchmarkTest00055,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,129,1
java/stack-trace-exposure,BenchmarkTest00055,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,135,1
java/stack-trace-exposure,BenchmarkTest00055,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,141,1
java/stack-trace-exposure,BenchmarkTest00055,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,147,1
java/stack-trace-exposure,BenchmarkTest00055,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,153,1
java/stack-trace-exposure,BenchmarkTest00055,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,159,1
java/stack-trace-exposure,BenchmarkTest00055,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,165,1
java/stack-trace-exposure,BenchmarkTest00056,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,139,1
java/stack-trace-exposure,BenchmarkTest00056,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,145,1
java/stack-trace-exposure,BenchmarkTest00056,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,151,1
java/stack-trace-exposure,BenchmarkTest00056,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,157,1
java/stack-trace-exposure,BenchmarkTest00056,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,163,1
java/stack-trace-exposure,BenchmarkTest00056,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,169,1
java/stack-trace-exposure,BenchmarkTest00056,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,175,1
java/stack-trace-exposure,BenchmarkTest00057,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00057.java,139,1
java/stack-trace-exposure,BenchmarkTest00058,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00058.java,126,0
java/stack-trace-exposure,BenchmarkTest00059,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00059.java,136,0
java/stack-trace-exposure,BenchmarkTest00119,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00119.java,136,1
java/stack-trace-exposure,BenchmarkTest00119,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00119.java,142,1
java/stack-trace-exposure,BenchmarkTest00119,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00119.java,148,1
java/stack-trace-exposure,BenchmarkTest00119,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00119.java,154,1
java/stack-trace-exposure,BenchmarkTest00119,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00119.java,160,1
java/stack-trace-exposure,BenchmarkTest00119,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00119.java,166,1
java/stack-trace-exposure,BenchmarkTest00120,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00120.java,120,1
java/stack-trace-exposure,BenchmarkTest00120,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00120.java,126,1
java/stack-trace-exposure,BenchmarkTest00120,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00120.java,132,1
java/stack-trace-exposure,BenchmarkTest00120,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00120.java,138,1
java/stack-trace-exposure,BenchmarkTest00120,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00120.java,144,1
java/stack-trace-exposure,BenchmarkTest00120,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00120.java,150,1
java/stack-trace-exposure,BenchmarkTest00121,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00121.java,128,0
java/stack-trace-exposure,BenchmarkTest00121,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00121.java,134,0
java/stack-trace-exposure,BenchmarkTest00121,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00121.java,140,0
java/stack-trace-exposure,BenchmarkTest00121,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00121.java,146,0
java/stack-trace-exposure,BenchmarkTest00121,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00121.java,152,0
java/stack-trace-exposure,BenchmarkTest00121,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00121.java,158,0
java/stack-trace-exposure,BenchmarkTest00122,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00122.java,118,0
java/stack-trace-exposure,BenchmarkTest00122,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00122.java,124,0
java/stack-trace-exposure,BenchmarkTest00122,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00122.java,130,0
java/stack-trace-exposure,BenchmarkTest00122,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00122.java,136,0
java/stack-trace-exposure,BenchmarkTest00122,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00122.java,142,0
java/stack-trace-exposure,BenchmarkTest00122,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00122.java,148,0
java/stack-trace-exposure,BenchmarkTest00123,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00123.java,119,1
java/stack-trace-exposure,BenchmarkTest00124,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00124.java,124,1
java/stack-trace-exposure,BenchmarkTest00125,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00125.java,119,1
java/stack-trace-exposure,BenchmarkTest00126,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00126.java,121,0
java/stack-trace-exposure,BenchmarkTest00127,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00127.java,130,0
java/stack-trace-exposure,BenchmarkTest00128,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00128.java,125,0
java/stack-trace-exposure,BenchmarkTest00129,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00129.java,120,0
java/stack-trace-exposure,BenchmarkTest00130,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00130.java,139,0
java/stack-trace-exposure,BenchmarkTest00208,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00208.java,129,1
java/stack-trace-exposure,BenchmarkTest00208,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00208.java,135,1
java/stack-trace-exposure,BenchmarkTest00208,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00208.java,141,1
java/stack-trace-exposure,BenchmarkTest00208,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00208.java,147,1
java/stack-trace-exposure,BenchmarkTest00208,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00208.java,153,1
java/stack-trace-exposure,BenchmarkTest00208,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00208.java,159,1
java/stack-trace-exposure,BenchmarkTest00208,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00208.java,165,1
java/stack-trace-exposure,BenchmarkTest00209,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00209.java,111,0
java/stack-trace-exposure,BenchmarkTest00209,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00209.java,117,0
java/stack-trace-exposure,BenchmarkTest00210,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00210.java,132,1
java/stack-trace-exposure,BenchmarkTest00211,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00211.java,131,0
java/stack-trace-exposure,BenchmarkTest00212,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00212.java,126,0
java/stack-trace-exposure,BenchmarkTest00213,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00213.java,140,0
java/stack-trace-exposure,BenchmarkTest00214,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00214.java,130,0
java/stack-trace-exposure,BenchmarkTest00254,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00254.java,125,1
java/stack-trace-exposure,BenchmarkTest00254,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00254.java,131,1
java/stack-trace-exposure,BenchmarkTest00254,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00254.java,137,1
java/stack-trace-exposure,BenchmarkTest00254,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00254.java,143,1
java/stack-trace-exposure,BenchmarkTest00254,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00254.java,149,1
java/stack-trace-exposure,BenchmarkTest00254,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00254.java,155,1
java/stack-trace-exposure,BenchmarkTest00255,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00255.java,123,0
java/stack-trace-exposure,BenchmarkTest00255,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00255.java,129,0
java/stack-trace-exposure,BenchmarkTest00255,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00255.java,135,0
java/stack-trace-exposure,BenchmarkTest00255,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00255.java,141,0
java/stack-trace-exposure,BenchmarkTest00255,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00255.java,147,0
java/stack-trace-exposure,BenchmarkTest00255,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00255.java,153,0
java/stack-trace-exposure,BenchmarkTest00256,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00256.java,126,1
java/stack-trace-exposure,BenchmarkTest00256,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00256.java,132,1
java/stack-trace-exposure,BenchmarkTest00256,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00256.java,138,1
java/stack-trace-exposure,BenchmarkTest00256,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00256.java,144,1
java/stack-trace-exposure,BenchmarkTest00256,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00256.java,150,1
java/stack-trace-exposure,BenchmarkTest00256,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00256.java,156,1
java/stack-trace-exposure,BenchmarkTest00256,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00256.java,162,1
java/stack-trace-exposure,BenchmarkTest00257,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00257.java,117,1
java/stack-trace-exposure,BenchmarkTest00257,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00257.java,123,1
java/stack-trace-exposure,BenchmarkTest00257,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00257.java,129,1
java/stack-trace-exposure,BenchmarkTest00257,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00257.java,135,1
java/stack-trace-exposure,BenchmarkTest00257,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00257.java,141,1
java/stack-trace-exposure,BenchmarkTest00257,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00257.java,147,1
java/stack-trace-exposure,BenchmarkTest00257,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00257.java,153,1
java/stack-trace-exposure,BenchmarkTest00258,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00258.java,116,1
java/stack-trace-exposure,BenchmarkTest00258,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00258.java,122,1
java/stack-trace-exposure,BenchmarkTest00258,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00258.java,128,1
java/stack-trace-exposure,BenchmarkTest00258,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00258.java,134,1
java/stack-trace-exposure,BenchmarkTest00258,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00258.java,140,1
java/stack-trace-exposure,BenchmarkTest00258,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00258.java,146,1
java/stack-trace-exposure,BenchmarkTest00258,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00258.java,152,1
java/stack-trace-exposure,BenchmarkTest00259,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00259.java,102,0
java/stack-trace-exposure,BenchmarkTest00259,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00259.java,108,0
java/stack-trace-exposure,BenchmarkTest00260,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00260.java,102,0
java/stack-trace-exposure,BenchmarkTest00260,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00260.java,108,0
java/stack-trace-exposure,BenchmarkTest00345,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00345.java,105,0
java/stack-trace-exposure,BenchmarkTest00350,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00350.java,101,0
java/stack-trace-exposure,BenchmarkTest00350,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00350.java,107,0
java/stack-trace-exposure,BenchmarkTest00351,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00351.java,100,0
java/stack-trace-exposure,BenchmarkTest00351,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00351.java,106,0
java/stack-trace-exposure,BenchmarkTest00352,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00352.java,126,0
java/stack-trace-exposure,BenchmarkTest00353,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00353.java,112,0
java/stack-trace-exposure,BenchmarkTest00354,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00354.java,112,1
java/stack-trace-exposure,BenchmarkTest00355,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00355.java,125,1
java/stack-trace-exposure,BenchmarkTest00356,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00356.java,110,1
java/stack-trace-exposure,BenchmarkTest00357,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00357.java,115,0
java/stack-trace-exposure,BenchmarkTest00358,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00358.java,116,0
java/stack-trace-exposure,BenchmarkTest00443,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00443.java,122,0
java/stack-trace-exposure,BenchmarkTest00443,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00443.java,128,0
java/stack-trace-exposure,BenchmarkTest00443,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00443.java,134,0
java/stack-trace-exposure,BenchmarkTest00443,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00443.java,140,0
java/stack-trace-exposure,BenchmarkTest00443,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00443.java,146,0
java/stack-trace-exposure,BenchmarkTest00443,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00443.java,152,0
java/stack-trace-exposure,BenchmarkTest00444,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00444.java,99,0
java/stack-trace-exposure,BenchmarkTest00444,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00444.java,105,0
java/stack-trace-exposure,BenchmarkTest00445,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00445.java,138,1
java/stack-trace-exposure,BenchmarkTest00446,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00446.java,123,1
java/stack-trace-exposure,BenchmarkTest00447,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00447.java,129,0
java/stack-trace-exposure,BenchmarkTest00448,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00448.java,114,1
java/stack-trace-exposure,BenchmarkTest00449,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00449.java,112,1
java/stack-trace-exposure,BenchmarkTest00450,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00450.java,139,0
java/stack-trace-exposure,BenchmarkTest00451,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00451.java,124,0
java/stack-trace-exposure,BenchmarkTest00521,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00521.java,130,1
java/stack-trace-exposure,BenchmarkTest00521,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00521.java,136,1
java/stack-trace-exposure,BenchmarkTest00521,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00521.java,142,1
java/stack-trace-exposure,BenchmarkTest00521,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00521.java,148,1
java/stack-trace-exposure,BenchmarkTest00521,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00521.java,154,1
java/stack-trace-exposure,BenchmarkTest00521,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00521.java,160,1
java/stack-trace-exposure,BenchmarkTest00522,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00522.java,128,1
java/stack-trace-exposure,BenchmarkTest00522,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00522.java,134,1
java/stack-trace-exposure,BenchmarkTest00522,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00522.java,140,1
java/stack-trace-exposure,BenchmarkTest00522,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00522.java,146,1
java/stack-trace-exposure,BenchmarkTest00522,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00522.java,152,1
java/stack-trace-exposure,BenchmarkTest00522,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00522.java,158,1
java/stack-trace-exposure,BenchmarkTest00522,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00522.java,164,1
java/stack-trace-exposure,BenchmarkTest00523,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00523.java,130,0
java/stack-trace-exposure,BenchmarkTest00523,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00523.java,136,0
java/stack-trace-exposure,BenchmarkTest00524,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00524.java,149,0
java/stack-trace-exposure,BenchmarkTest00608,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,123,1
java/stack-trace-exposure,BenchmarkTest00608,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,129,1
java/stack-trace-exposure,BenchmarkTest00608,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,135,1
java/stack-trace-exposure,BenchmarkTest00608,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,141,1
java/stack-trace-exposure,BenchmarkTest00608,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,147,1
java/stack-trace-exposure,BenchmarkTest00608,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,153,1
java/stack-trace-exposure,BenchmarkTest00609,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,115,1
java/stack-trace-exposure,BenchmarkTest00609,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,121,1
java/stack-trace-exposure,BenchmarkTest00609,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,127,1
java/stack-trace-exposure,BenchmarkTest00609,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,133,1
java/stack-trace-exposure,BenchmarkTest00609,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,139,1
java/stack-trace-exposure,BenchmarkTest00609,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,145,1
java/stack-trace-exposure,BenchmarkTest00610,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,134,1
java/stack-trace-exposure,BenchmarkTest00610,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,140,1
java/stack-trace-exposure,BenchmarkTest00610,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,146,1
java/stack-trace-exposure,BenchmarkTest00610,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,152,1
java/stack-trace-exposure,BenchmarkTest00610,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,158,1
java/stack-trace-exposure,BenchmarkTest00610,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,164,1
java/stack-trace-exposure,BenchmarkTest00611,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,118,1
java/stack-trace-exposure,BenchmarkTest00611,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,124,1
java/stack-trace-exposure,BenchmarkTest00611,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,130,1
java/stack-trace-exposure,BenchmarkTest00611,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,136,1
java/stack-trace-exposure,BenchmarkTest00611,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,142,1
java/stack-trace-exposure,BenchmarkTest00611,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,148,1
java/stack-trace-exposure,BenchmarkTest00612,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00612.java,120,0
java/stack-trace-exposure,BenchmarkTest00612,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00612.java,126,0
java/stack-trace-exposure,BenchmarkTest00612,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00612.java,132,0
java/stack-trace-exposure,BenchmarkTest00612,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00612.java,138,0
java/stack-trace-exposure,BenchmarkTest00612,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00612.java,144,0
java/stack-trace-exposure,BenchmarkTest00612,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00612.java,150,0
java/stack-trace-exposure,BenchmarkTest00613,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00613.java,103,0
java/stack-trace-exposure,BenchmarkTest00613,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00613.java,109,0
java/stack-trace-exposure,BenchmarkTest00614,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00614.java,126,1
java/stack-trace-exposure,BenchmarkTest00615,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00615.java,122,1
java/stack-trace-exposure,BenchmarkTest00616,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00616.java,107,1
java/stack-trace-exposure,BenchmarkTest00617,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00617.java,108,1
java/stack-trace-exposure,BenchmarkTest00618,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00618.java,122,0
java/stack-trace-exposure,BenchmarkTest00684,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00684.java,113,1
java/stack-trace-exposure,BenchmarkTest00684,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00684.java,119,1
java/stack-trace-exposure,BenchmarkTest00684,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00684.java,125,1
java/stack-trace-exposure,BenchmarkTest00684,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00684.java,131,1
java/stack-trace-exposure,BenchmarkTest00684,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00684.java,137,1
java/stack-trace-exposure,BenchmarkTest00684,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00684.java,143,1
java/stack-trace-exposure,BenchmarkTest00685,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00685.java,117,1
java/stack-trace-exposure,BenchmarkTest00685,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00685.java,123,1
java/stack-trace-exposure,BenchmarkTest00685,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00685.java,129,1
java/stack-trace-exposure,BenchmarkTest00685,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00685.java,135,1
java/stack-trace-exposure,BenchmarkTest00685,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00685.java,141,1
java/stack-trace-exposure,BenchmarkTest00685,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00685.java,147,1
java/stack-trace-exposure,BenchmarkTest00686,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00686.java,122,0
java/stack-trace-exposure,BenchmarkTest00686,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00686.java,128,0
java/stack-trace-exposure,BenchmarkTest00686,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00686.java,134,0
java/stack-trace-exposure,BenchmarkTest00686,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00686.java,140,0
java/stack-trace-exposure,BenchmarkTest00686,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00686.java,146,0
java/stack-trace-exposure,BenchmarkTest00686,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00686.java,152,0
java/stack-trace-exposure,BenchmarkTest00687,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00687.java,120,0
