file_name,ruleId,line,alert_count_java__command_line_injection,alert_count_java__error_message_exposure,alert_count_java__http_response_splitting,alert_count_java__insecure_cookie,alert_count_java__insecure_randomness,alert_count_java__ldap_injection,alert_count_java__path_injection,alert_count_java__sql_injection,alert_count_java__stack_trace_exposure,alert_count_java__tainted_format_string,alert_count_java__weak_cryptographic_algorithm,alert_count_java__xml__xpath_injection,alert_count_java__xss,file_length,density,snippet_length,has_dangerous_api,has_user_input,label
BenchmarkTest00053,java/stack-trace-exposure,148,0,0,0,0,0,0,0,0,6,0,2,0,0,173,0.046242774566473986,622,0,0,1
BenchmarkTest00053,java/stack-trace-exposure,154,0,0,0,0,0,0,0,0,6,0,2,0,0,173,0.046242774566473986,617,0,0,1
BenchmarkTest00053,java/stack-trace-exposure,160,0,0,0,0,0,0,0,0,6,0,2,0,0,173,0.046242774566473986,633,0,0,1
BenchmarkTest00053,java/stack-trace-exposure,166,0,0,0,0,0,0,0,0,6,0,2,0,0,173,0.046242774566473986,559,0,0,1
BenchmarkTest00054,java/stack-trace-exposure,133,0,0,0,0,0,0,0,0,6,0,0,0,1,169,0.04142011834319527,579,0,0,0
BenchmarkTest00054,java/stack-trace-exposure,139,0,0,0,0,0,0,0,0,6,0,0,0,1,169,0.04142011834319527,579,0,0,0
BenchmarkTest00054,java/stack-trace-exposure,145,0,0,0,0,0,0,0,0,6,0,0,0,1,169,0.04142011834319527,576,0,0,0
BenchmarkTest00054,java/stack-trace-exposure,151,0,0,0,0,0,0,0,0,6,0,0,0,1,169,0.04142011834319527,571,0,0,0
BenchmarkTest00054,java/stack-trace-exposure,157,0,0,0,0,0,0,0,0,6,0,0,0,1,169,0.04142011834319527,587,0,0,0
BenchmarkTest00054,java/stack-trace-exposure,163,0,0,0,0,0,0,0,0,6,0,0,0,1,169,0.04142011834319527,494,0,0,0
BenchmarkTest00055,java/stack-trace-exposure,129,0,0,0,0,0,0,0,0,7,0,2,0,1,172,0.05813953488372093,627,0,0,1
BenchmarkTest00055,java/stack-trace-exposure,135,0,0,0,0,0,0,0,0,7,0,2,0,1,172,0.05813953488372093,624,0,0,1
BenchmarkTest00055,java/stack-trace-exposure,141,0,0,0,0,0,0,0,0,7,0,2,0,1,172,0.05813953488372093,625,0,0,1
BenchmarkTest00055,java/stack-trace-exposure,147,0,0,0,0,0,0,0,0,7,0,2,0,1,172,0.05813953488372093,622,0,0,1
BenchmarkTest00055,java/stack-trace-exposure,153,0,0,0,0,0,0,0,0,7,0,2,0,1,172,0.05813953488372093,617,0,0,1
BenchmarkTest00055,java/stack-trace-exposure,159,0,0,0,0,0,0,0,0,7,0,2,0,1,172,0.05813953488372093,633,0,0,1
BenchmarkTest00055,java/stack-trace-exposure,165,0,0,0,0,0,0,0,0,7,0,2,0,1,172,0.05813953488372093,553,0,0,1
BenchmarkTest00056,java/stack-trace-exposure,139,0,0,0,0,0,0,0,0,7,0,2,0,1,182,0.054945054945054944,627,0,0,1
BenchmarkTest00056,java/stack-trace-exposure,145,0,0,0,0,0,0,0,0,7,0,2,0,1,182,0.054945054945054944,624,0,0,1
BenchmarkTest00056,java/stack-trace-exposure,151,0,0,0,0,0,0,0,0,7,0,2,0,1,182,0.054945054945054944,625,0,0,1
BenchmarkTest00056,java/stack-trace-exposure,157,0,0,0,0,0,0,0,0,7,0,2,0,1,182,0.054945054945054944,622,0,0,1
BenchmarkTest00056,java/stack-trace-exposure,163,0,0,0,0,0,0,0,0,7,0,2,0,1,182,0.054945054945054944,617,0,0,1
BenchmarkTest00056,java/stack-trace-exposure,169,0,0,0,0,0,0,0,0,7,0,2,0,1,182,0.054945054945054944,633,0,0,1
BenchmarkTest00056,java/stack-trace-exposure,175,0,0,0,0,0,0,0,0,7,0,2,0,1,182,0.054945054945054944,553,0,0,1
BenchmarkTest00057,java/stack-trace-exposure,139,0,0,0,0,0,0,0,0,1,0,2,0,1,143,0.027972027972027972,391,0,0,1
BenchmarkTest00058,java/stack-trace-exposure,126,0,0,0,0,0,0,0,0,1,0,0,0,1,130,0.015384615384615385,376,0,0,0
BenchmarkTest00059,java/stack-trace-exposure,136,0,0,0,0,0,0,0,0,1,0,1,0,1,140,0.02142857142857143,353,0,0,0
BenchmarkTest00119,java/stack-trace-exposure,136,0,0,0,0,0,0,0,0,6,0,2,0,1,173,0.05202312138728324,625,0,0,1
BenchmarkTest00119,java/stack-trace-exposure,142,0,0,0,0,0,0,0,0,6,0,2,0,1,173,0.05202312138728324,625,0,0,1
BenchmarkTest00119,java/stack-trace-exposure,148,0,0,0,0,0,0,0,0,6,0,2,0,1,173,0.05202312138728324,622,0,0,1
BenchmarkTest00119,java/stack-trace-exposure,154,0,0,0,0,0,0,0,0,6,0,2,0,1,173,0.05202312138728324,617,0,0,1
BenchmarkTest00119,java/stack-trace-exposure,160,0,0,0,0,0,0,0,0,6,0,2,0,1,173,0.05202312138728324,633,0,0,1
BenchmarkTest00119,java/stack-trace-exposure,166,0,0,0,0,0,0,0,0,6,0,2,0,1,173,0.05202312138728324,559,0,0,1
BenchmarkTest00120,java/stack-trace-exposure,120,0,0,0,0,0,0,0,0,6,0,2,0,1,157,0.05732484076433121,625,0,0,1
BenchmarkTest00120,java/stack-trace-exposure,126,0,0,0,0,0,0,0,0,6,0,2,0,1,157,0.05732484076433121,625,0,0,1
BenchmarkTest00120,java/stack-trace-exposure,132,0,0,0,0,0,0,0,0,6,0,2,0,1,157,0.05732484076433121,622,0,0,1
BenchmarkTest00120,java/stack-trace-exposure,138,0,0,0,0,0,0,0,0,6,0,2,0,1,157,0.05732484076433121,617,0,0,1
BenchmarkTest00120,java/stack-trace-exposure,144,0,0,0,0,0,0,0,0,6,0,2,0,1,157,0.05732484076433121,633,0,0,1
BenchmarkTest00120,java/stack-trace-exposure,150,0,0,0,0,0,0,0,0,6,0,2,0,1,157,0.05732484076433121,559,0,0,1
BenchmarkTest00121,java/stack-trace-exposure,128,0,0,0,0,0,0,0,0,6,0,0,0,1,164,0.042682926829268296,579,0,0,0
BenchmarkTest00121,java/stack-trace-exposure,134,0,0,0,0,0,0,0,0,6,0,0,0,1,164,0.042682926829268296,579,0,0,0
BenchmarkTest00121,java/stack-trace-exposure,140,0,0,0,0,0,0,0,0,6,0,0,0,1,164,0.042682926829268296,576,0,0,0
BenchmarkTest00121,java/stack-trace-exposure,146,0,0,0,0,0,0,0,0,6,0,0,0,1,164,0.042682926829268296,571,0,0,0
BenchmarkTest00121,java/stack-trace-exposure,152,0,0,0,0,0,0,0,0,6,0,0,0,1,164,0.042682926829268296,587,0,0,0
BenchmarkTest00121,java/stack-trace-exposure,158,0,0,0,0,0,0,0,0,6,0,0,0,1,164,0.042682926829268296,494,0,0,0
BenchmarkTest00122,java/stack-trace-exposure,118,0,0,0,0,0,0,0,0,6,0,0,0,1,154,0.045454545454545456,579,0,0,0
BenchmarkTest00122,java/stack-trace-exposure,124,0,0,0,0,0,0,0,0,6,0,0,0,1,154,0.045454545454545456,579,0,0,0
BenchmarkTest00122,java/stack-trace-exposure,130,0,0,0,0,0,0,0,0,6,0,0,0,1,154,0.045454545454545456,576,0,0,0
BenchmarkTest00122,java/stack-trace-exposure,136,0,0,0,0,0,0,0,0,6,0,0,0,1,154,0.045454545454545456,571,0,0,0
BenchmarkTest00122,java/stack-trace-exposure,142,0,0,0,0,0,0,0,0,6,0,0,0,1,154,0.045454545454545456,587,0,0,0
BenchmarkTest00122,java/stack-trace-exposure,148,0,0,0,0,0,0,0,0,6,0,0,0,1,154,0.045454545454545456,494,0,0,0
BenchmarkTest00123,java/stack-trace-exposure,119,0,0,0,0,0,0,0,0,1,0,2,0,1,123,0.032520325203252036,391,0,0,1
BenchmarkTest00124,java/stack-trace-exposure,124,0,0,0,0,0,0,0,0,1,0,2,0,0,128,0.0234375,391,0,0,1
BenchmarkTest00125,java/stack-trace-exposure,119,0,0,0,0,0,0,0,0,1,0,2,0,1,123,0.032520325203252036,391,0,0,1
BenchmarkTest00126,java/stack-trace-exposure,121,0,0,0,0,0,0,0,0,1,0,0,0,1,125,0.016,376,0,0,0
BenchmarkTest00127,java/stack-trace-exposure,130,0,0,0,0,0,0,0,0,1,0,1,0,1,134,0.022388059701492536,353,0,0,0
BenchmarkTest00128,java/stack-trace-exposure,125,0,0,0,0,0,0,0,0,1,0,1,0,0,129,0.015503875968992248,353,0,0,0
BenchmarkTest00129,java/stack-trace-exposure,120,0,0,0,0,0,0,0,0,1,0,1,0,0,124,0.016129032258064516,353,0,0,0
BenchmarkTest00130,java/stack-trace-exposure,139,0,0,0,0,0,0,0,0,1,0,1,0,1,143,0.02097902097902098,353,0,0,0
BenchmarkTest00208,java/stack-trace-exposure,129,0,0,0,0,0,0,0,0,7,0,2,0,0,172,0.05232558139534884,627,0,0,1
BenchmarkTest00208,java/stack-trace-exposure,135,0,0,0,0,0,0,0,0,7,0,2,0,0,172,0.05232558139534884,624,0,0,1
BenchmarkTest00208,java/stack-trace-exposure,141,0,0,0,0,0,0,0,0,7,0,2,0,0,172,0.05232558139534884,625,0,0,1
BenchmarkTest00208,java/stack-trace-exposure,147,0,0,0,0,0,0,0,0,7,0,2,0,0,172,0.05232558139534884,622,0,0,1
BenchmarkTest00208,java/stack-trace-exposure,153,0,0,0,0,0,0,0,0,7,0,2,0,0,172,0.05232558139534884,617,0,0,1
BenchmarkTest00208,java/stack-trace-exposure,159,0,0,0,0,0,0,0,0,7,0,2,0,0,172,0.05232558139534884,633,0,0,1
BenchmarkTest00208,java/stack-trace-exposure,165,0,0,0,0,0,0,0,0,7,0,2,0,0,172,0.05232558139534884,553,0,0,1
BenchmarkTest00209,java/stack-trace-exposure,111,0,0,0,0,0,0,0,0,2,0,0,0,1,124,0.024193548387096774,622,0,0,0
BenchmarkTest00209,java/stack-trace-exposure,117,0,0,0,0,0,0,0,0,2,0,0,0,1,124,0.024193548387096774,537,0,0,0
BenchmarkTest00210,java/stack-trace-exposure,132,0,0,0,0,0,0,0,0,1,0,2,0,1,136,0.029411764705882353,391,0,0,1
BenchmarkTest00211,java/stack-trace-exposure,131,0,0,0,0,0,0,0,0,1,0,0,0,1,135,0.014814814814814815,376,0,0,0
BenchmarkTest00212,java/stack-trace-exposure,126,0,0,0,0,0,0,0,0,1,0,0,0,0,130,0.007692307692307693,376,0,0,0
BenchmarkTest00213,java/stack-trace-exposure,140,0,0,0,0,0,0,0,0,1,0,1,0,1,144,0.020833333333333332,353,0,0,0
BenchmarkTest00214,java/stack-trace-exposure,130,0,0,0,0,0,0,0,0,1,0,1,0,1,134,0.022388059701492536,353,0,0,0
BenchmarkTest00254,java/stack-trace-exposure,125,0,0,0,0,0,0,0,0,6,0,2,0,1,162,0.05555555555555555,625,0,0,1
BenchmarkTest00254,java/stack-trace-exposure,131,0,0,0,0,0,0,0,0,6,0,2,0,1,162,0.05555555555555555,625,0,0,1
BenchmarkTest00254,java/stack-trace-exposure,137,0,0,0,0,0,0,0,0,6,0,2,0,1,162,0.05555555555555555,622,0,0,1
BenchmarkTest00254,java/stack-trace-exposure,143,0,0,0,0,0,0,0,0,6,0,2,0,1,162,0.05555555555555555,617,0,0,1
BenchmarkTest00254,java/stack-trace-exposure,149,0,0,0,0,0,0,0,0,6,0,2,0,1,162,0.05555555555555555,633,0,0,1
BenchmarkTest00254,java/stack-trace-exposure,155,0,0,0,0,0,0,0,0,6,0,2,0,1,162,0.05555555555555555,559,0,0,1
BenchmarkTest00255,java/stack-trace-exposure,123,0,0,0,0,0,0,0,0,6,0,0,0,1,159,0.0440251572327044,579,0,0,0
BenchmarkTest00255,java/stack-trace-exposure,129,0,0,0,0,0,0,0,0,6,0,0,0,1,159,0.0440251572327044,579,0,0,0
BenchmarkTest00255,java/stack-trace-exposure,135,0,0,0,0,0,0,0,0,6,0,0,0,1,159,0.0440251572327044,576,0,0,0
BenchmarkTest00255,java/stack-trace-exposure,141,0,0,0,0,0,0,0,0,6,0,0,0,1,159,0.0440251572327044,571,0,0,0
BenchmarkTest00255,java/stack-trace-exposure,147,0,0,0,0,0,0,0,0,6,0,0,0,1,159,0.0440251572327044,587,0,0,0
BenchmarkTest00255,java/stack-trace-exposure,153,0,0,0,0,0,0,0,0,6,0,0,0,1,159,0.0440251572327044,494,0,0,0
BenchmarkTest00256,java/stack-trace-exposure,126,0,0,0,0,0,0,0,0,7,0,2,0,1,169,0.05917159763313609,627,0,0,1
BenchmarkTest00256,java/stack-trace-exposure,132,0,0,0,0,0,0,0,0,7,0,2,0,1,169,0.05917159763313609,624,0,0,1
BenchmarkTest00256,java/stack-trace-exposure,138,0,0,0,0,0,0,0,0,7,0,2,0,1,169,0.05917159763313609,625,0,0,1
BenchmarkTest00256,java/stack-trace-exposure,144,0,0,0,0,0,0,0,0,7,0,2,0,1,169,0.05917159763313609,622,0,0,1
BenchmarkTest00256,java/stack-trace-exposure,150,0,0,0,0,0,0,0,0,7,0,2,0,1,169,0.05917159763313609,617,0,0,1
BenchmarkTest00256,java/stack-trace-exposure,156,0,0,0,0,0,0,0,0,7,0,2,0,1,169,0.05917159763313609,633,0,0,1
BenchmarkTest00256,java/stack-trace-exposure,162,0,0,0,0,0,0,0,0,7,0,2,0,1,169,0.05917159763313609,553,0,0,1
BenchmarkTest00257,java/stack-trace-exposure,117,0,0,0,0,0,0,0,0,7,0,2,0,1,160,0.0625,627,0,0,1
BenchmarkTest00257,java/stack-trace-exposure,123,0,0,0,0,0,0,0,0,7,0,2,0,1,160,0.0625,624,0,0,1
BenchmarkTest00257,java/stack-trace-exposure,129,0,0,0,0,0,0,0,0,7,0,2,0,1,160,0.0625,625,0,0,1
BenchmarkTest00257,java/stack-trace-exposure,135,0,0,0,0,0,0,0,0,7,0,2,0,1,160,0.0625,622,0,0,1
BenchmarkTest00257,java/stack-trace-exposure,141,0,0,0,0,0,0,0,0,7,0,2,0,1,160,0.0625,617,0,0,1
BenchmarkTest00257,java/stack-trace-exposure,147,0,0,0,0,0,0,0,0,7,0,2,0,1,160,0.0625,633,0,0,1
BenchmarkTest00257,java/stack-trace-exposure,153,0,0,0,0,0,0,0,0,7,0,2,0,1,160,0.0625,553,0,0,1
BenchmarkTest00258,java/stack-trace-exposure,116,0,0,0,0,0,0,0,0,7,0,2,0,1,159,0.06289308176100629,627,0,0,1
BenchmarkTest00258,java/stack-trace-exposure,122,0,0,0,0,0,0,0,0,7,0,2,0,1,159,0.06289308176100629,624,0,0,1
BenchmarkTest00258,java/stack-trace-exposure,128,0,0,0,0,0,0,0,0,7,0,2,0,1,159,0.06289308176100629,625,0,0,1
BenchmarkTest00258,java/stack-trace-exposure,134,0,0,0,0,0,0,0,0,7,0,2,0,1,159,0.06289308176100629,622,0,0,1
BenchmarkTest00258,java/stack-trace-exposure,140,0,0,0,0,0,0,0,0,7,0,2,0,1,159,0.06289308176100629,617,0,0,1
BenchmarkTest00258,java/stack-trace-exposure,146,0,0,0,0,0,0,0,0,7,0,2,0,1,159,0.06289308176100629,633,0,0,1
BenchmarkTest00258,java/stack-trace-exposure,152,0,0,0,0,0,0,0,0,7,0,2,0,1,159,0.06289308176100629,553,0,0,1
BenchmarkTest00259,java/stack-trace-exposure,102,0,0,0,0,0,0,0,0,2,0,0,0,1,115,0.02608695652173913,622,0,0,0
BenchmarkTest00259,java/stack-trace-exposure,108,0,0,0,0,0,0,0,0,2,0,0,0,1,115,0.02608695652173913,537,0,0,0
BenchmarkTest00260,java/stack-trace-exposure,102,0,0,0,0,0,0,0,0,2,0,0,0,0,115,0.017391304347826087,622,0,0,0
BenchmarkTest00260,java/stack-trace-exposure,108,0,0,0,0,0,0,0,0,2,0,0,0,0,115,0.017391304347826087,537,0,0,0
BenchmarkTest00345,java/stack-trace-exposure,105,0,0,0,0,0,0,0,0,1,0,0,0,0,109,0.009174311926605505,376,0,0,0
BenchmarkTest00350,java/stack-trace-exposure,101,0,0,0,0,0,0,0,0,2,0,0,0,1,114,0.02631578947368421,622,0,0,0
BenchmarkTest00350,java/stack-trace-exposure,107,0,0,0,0,0,0,0,0,2,0,0,0,1,114,0.02631578947368421,537,0,0,0
BenchmarkTest00351,java/stack-trace-exposure,100,0,0,0,0,0,0,0,0,2,0,0,0,0,113,0.017699115044247787,622,0,0,0
BenchmarkTest00351,java/stack-trace-exposure,106,0,0,0,0,0,0,0,0,2,0,0,0,0,113,0.017699115044247787,537,0,0,0
BenchmarkTest00352,java/stack-trace-exposure,126,0,0,0,0,0,0,0,0,1,0,0,0,1,130,0.015384615384615385,376,0,0,0
BenchmarkTest00353,java/stack-trace-exposure,112,0,0,0,0,0,0,0,0,1,0,0,0,1,116,0.017241379310344827,376,0,0,0
BenchmarkTest00354,java/stack-trace-exposure,112,0,0,0,0,0,0,0,0,1,0,2,0,1,116,0.034482758620689655,376,0,0,1
BenchmarkTest00355,java/stack-trace-exposure,125,0,0,0,0,0,0,0,0,1,0,2,0,1,129,0.031007751937984496,376,0,0,1
BenchmarkTest00356,java/stack-trace-exposure,110,0,0,0,0,0,0,0,0,1,0,2,0,1,114,0.03508771929824561,376,0,0,1
BenchmarkTest00357,java/stack-trace-exposure,115,0,0,0,0,0,0,0,0,1,0,1,0,1,119,0.025210084033613446,353,0,0,0
BenchmarkTest00358,java/stack-trace-exposure,116,0,0,0,0,0,0,0,0,1,0,1,0,1,120,0.025,353,0,0,0
BenchmarkTest00443,java/stack-trace-exposure,122,0,0,0,0,0,0,0,0,6,0,0,0,1,158,0.04430379746835443,579,0,0,0
BenchmarkTest00443,java/stack-trace-exposure,128,0,0,0,0,0,0,0,0,6,0,0,0,1,158,0.04430379746835443,579,0,0,0
BenchmarkTest00443,java/stack-trace-exposure,134,0,0,0,0,0,0,0,0,6,0,0,0,1,158,0.04430379746835443,576,0,0,0
BenchmarkTest00443,java/stack-trace-exposure,140,0,0,0,0,0,0,0,0,6,0,0,0,1,158,0.04430379746835443,571,0,0,0
BenchmarkTest00443,java/stack-trace-exposure,146,0,0,0,0,0,0,0,0,6,0,0,0,1,158,0.04430379746835443,587,0,0,0
BenchmarkTest00443,java/stack-trace-exposure,152,0,0,0,0,0,0,0,0,6,0,0,0,1,158,0.04430379746835443,494,0,0,0
BenchmarkTest00444,java/stack-trace-exposure,99,0,0,0,0,0,0,0,0,2,0,0,0,1,112,0.026785714285714284,622,0,0,0
BenchmarkTest00444,java/stack-trace-exposure,105,0,0,0,0,0,0,0,0,2,0,0,0,1,112,0.026785714285714284,537,0,0,0
BenchmarkTest00445,java/stack-trace-exposure,138,0,0,0,0,0,0,0,0,1,0,2,0,1,142,0.028169014084507043,391,0,0,1
BenchmarkTest00446,java/stack-trace-exposure,123,0,0,0,0,0,0,0,0,1,0,2,0,0,127,0.023622047244094488,391,0,0,1
BenchmarkTest00447,java/stack-trace-exposure,129,0,0,0,0,0,0,0,0,1,0,0,0,1,133,0.015037593984962405,376,0,0,0
BenchmarkTest00448,java/stack-trace-exposure,114,0,0,0,0,0,0,0,0,1,0,2,0,0,118,0.025423728813559324,376,0,0,1
BenchmarkTest00449,java/stack-trace-exposure,112,0,0,0,0,0,0,0,0,1,0,2,0,1,116,0.034482758620689655,376,0,0,1
BenchmarkTest00450,java/stack-trace-exposure,139,0,0,0,0,0,0,0,0,1,0,1,0,1,143,0.02097902097902098,353,0,0,0
BenchmarkTest00451,java/stack-trace-exposure,124,0,0,0,0,0,0,0,0,1,0,1,0,1,128,0.0234375,353,0,0,0
BenchmarkTest00521,java/stack-trace-exposure,130,0,0,0,0,0,0,0,0,6,0,2,0,1,167,0.05389221556886228,625,0,0,1
BenchmarkTest00521,java/stack-trace-exposure,136,0,0,0,0,0,0,0,0,6,0,2,0,1,167,0.05389221556886228,625,0,0,1
BenchmarkTest00521,java/stack-trace-exposure,142,0,0,0,0,0,0,0,0,6,0,2,0,1,167,0.05389221556886228,622,0,0,1
BenchmarkTest00521,java/stack-trace-exposure,148,0,0,0,0,0,0,0,0,6,0,2,0,1,167,0.05389221556886228,617,0,0,1
BenchmarkTest00521,java/stack-trace-exposure,154,0,0,0,0,0,0,0,0,6,0,2,0,1,167,0.05389221556886228,633,0,0,1
BenchmarkTest00521,java/stack-trace-exposure,160,0,0,0,0,0,0,0,0,6,0,2,0,1,167,0.05389221556886228,559,0,0,1
BenchmarkTest00522,java/stack-trace-exposure,128,0,0,0,0,0,0,0,0,7,0,2,0,0,171,0.05263157894736842,627,0,0,1
BenchmarkTest00522,java/stack-trace-exposure,134,0,0,0,0,0,0,0,0,7,0,2,0,0,171,0.05263157894736842,624,0,0,1
BenchmarkTest00522,java/stack-trace-exposure,140,0,0,0,0,0,0,0,0,7,0,2,0,0,171,0.05263157894736842,625,0,0,1
BenchmarkTest00522,java/stack-trace-exposure,146,0,0,0,0,0,0,0,0,7,0,2,0,0,171,0.05263157894736842,622,0,0,1
BenchmarkTest00522,java/stack-trace-exposure,152,0,0,0,0,0,0,0,0,7,0,2,0,0,171,0.05263157894736842,617,0,0,1
BenchmarkTest00522,java/stack-trace-exposure,158,0,0,0,0,0,0,0,0,7,0,2,0,0,171,0.05263157894736842,633,0,0,1
BenchmarkTest00522,java/stack-trace-exposure,164,0,0,0,0,0,0,0,0,7,0,2,0,0,171,0.05263157894736842,553,0,0,1
BenchmarkTest00523,java/stack-trace-exposure,130,0,0,0,0,0,0,0,0,2,0,0,0,0,143,0.013986013986013986,622,0,0,0
BenchmarkTest00523,java/stack-trace-exposure,136,0,0,0,0,0,0,0,0,2,0,0,0,0,143,0.013986013986013986,537,0,0,0
BenchmarkTest00524,java/stack-trace-exposure,149,0,0,0,0,0,0,0,0,1,0,1,0,1,153,0.0196078431372549,353,0,0,0
BenchmarkTest00608,java/stack-trace-exposure,123,0,0,0,0,0,0,0,0,6,0,2,0,1,160,0.05625,625,0,0,1
BenchmarkTest00608,java/stack-trace-exposure,129,0,0,0,0,0,0,0,0,6,0,2,0,1,160,0.05625,625,0,0,1
BenchmarkTest00608,java/stack-trace-exposure,135,0,0,0,0,0,0,0,0,6,0,2,0,1,160,0.05625,622,0,0,1
BenchmarkTest00608,java/stack-trace-exposure,141,0,0,0,0,0,0,0,0,6,0,2,0,1,160,0.05625,617,0,0,1
BenchmarkTest00608,java/stack-trace-exposure,147,0,0,0,0,0,0,0,0,6,0,2,0,1,160,0.05625,633,0,0,1
BenchmarkTest00608,java/stack-trace-exposure,153,0,0,0,0,0,0,0,0,6,0,2,0,1,160,0.05625,559,0,0,1
BenchmarkTest00609,java/stack-trace-exposure,115,0,0,0,0,0,0,0,0,6,0,2,0,1,152,0.05921052631578947,625,0,0,1
BenchmarkTest00609,java/stack-trace-exposure,121,0,0,0,0,0,0,0,0,6,0,2,0,1,152,0.05921052631578947,625,0,0,1
BenchmarkTest00609,java/stack-trace-exposure,127,0,0,0,0,0,0,0,0,6,0,2,0,1,152,0.05921052631578947,622,0,0,1
BenchmarkTest00609,java/stack-trace-exposure,133,0,0,0,0,0,0,0,0,6,0,2,0,1,152,0.05921052631578947,617,0,0,1
BenchmarkTest00609,java/stack-trace-exposure,139,0,0,0,0,0,0,0,0,6,0,2,0,1,152,0.05921052631578947,633,0,0,1
BenchmarkTest00609,java/stack-trace-exposure,145,0,0,0,0,0,0,0,0,6,0,2,0,1,152,0.05921052631578947,559,0,0,1
BenchmarkTest00610,java/stack-trace-exposure,134,0,0,0,0,0,0,0,0,6,0,2,0,0,171,0.04678362573099415,625,0,0,1
BenchmarkTest00610,java/stack-trace-exposure,140,0,0,0,0,0,0,0,0,6,0,2,0,0,171,0.04678362573099415,625,0,0,1
BenchmarkTest00610,java/stack-trace-exposure,146,0,0,0,0,0,0,0,0,6,0,2,0,0,171,0.04678362573099415,622,0,0,1
BenchmarkTest00610,java/stack-trace-exposure,152,0,0,0,0,0,0,0,0,6,0,2,0,0,171,0.04678362573099415,617,0,0,1
BenchmarkTest00610,java/stack-trace-exposure,158,0,0,0,0,0,0,0,0,6,0,2,0,0,171,0.04678362573099415,633,0,0,1
BenchmarkTest00610,java/stack-trace-exposure,164,0,0,0,0,0,0,0,0,6,0,2,0,0,171,0.04678362573099415,559,0,0,1
BenchmarkTest00611,java/stack-trace-exposure,118,0,0,0,0,0,0,0,0,6,0,2,0,0,155,0.05161290322580645,625,0,0,1
BenchmarkTest00611,java/stack-trace-exposure,124,0,0,0,0,0,0,0,0,6,0,2,0,0,155,0.05161290322580645,625,0,0,1
BenchmarkTest00611,java/stack-trace-exposure,130,0,0,0,0,0,0,0,0,6,0,2,0,0,155,0.05161290322580645,622,0,0,1
BenchmarkTest00611,java/stack-trace-exposure,136,0,0,0,0,0,0,0,0,6,0,2,0,0,155,0.05161290322580645,617,0,0,1
