file_name,ruleId,line,alert_count_java__command_line_injection,alert_count_java__error_message_exposure,alert_count_java__http_response_splitting,alert_count_java__insecure_cookie,alert_count_java__insecure_randomness,alert_count_java__ldap_injection,alert_count_java__path_injection,alert_count_java__sql_injection,alert_count_java__stack_trace_exposure,alert_count_java__tainted_format_string,alert_count_java__weak_cryptographic_algorithm,alert_count_java__xml__xpath_injection,alert_count_java__xss,same_type_count,weighted_alert_count,file_length,density,weighted_density,snippet_length,has_dangerous_api,has_user_input,label
BenchmarkTest00056,java/stack-trace-exposure,169,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,182,0.0549450549450549,0.13186813186813187,633,0,0,1
BenchmarkTest00056,java/stack-trace-exposure,175,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,182,0.0549450549450549,0.13186813186813187,553,0,0,1
BenchmarkTest00057,java/stack-trace-exposure,139,0,0,0,0,0,0,0,0,1,0,2,0,1,1,6.0,143,0.0279720279720279,0.04195804195804196,391,0,0,1
BenchmarkTest00058,java/stack-trace-exposure,126,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.0,130,0.0153846153846153,0.03076923076923077,376,0,0,0
BenchmarkTest00059,java/stack-trace-exposure,136,0,0,0,0,0,0,0,0,1,0,1,0,1,1,5.0,140,0.0214285714285714,0.03571428571428571,353,0,0,0
BenchmarkTest00119,java/stack-trace-exposure,136,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,173,0.0520231213872832,0.12138728323699421,625,0,0,1
BenchmarkTest00119,java/stack-trace-exposure,142,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,173,0.0520231213872832,0.12138728323699421,625,0,0,1
BenchmarkTest00119,java/stack-trace-exposure,148,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,173,0.0520231213872832,0.12138728323699421,622,0,0,1
BenchmarkTest00119,java/stack-trace-exposure,154,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,173,0.0520231213872832,0.12138728323699421,617,0,0,1
BenchmarkTest00119,java/stack-trace-exposure,160,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,173,0.0520231213872832,0.12138728323699421,633,0,0,1
BenchmarkTest00119,java/stack-trace-exposure,166,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,173,0.0520231213872832,0.12138728323699421,559,0,0,1
BenchmarkTest00120,java/stack-trace-exposure,120,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,157,0.0573248407643312,0.1337579617834395,625,0,0,1
BenchmarkTest00120,java/stack-trace-exposure,126,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,157,0.0573248407643312,0.1337579617834395,625,0,0,1
BenchmarkTest00120,java/stack-trace-exposure,132,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,157,0.0573248407643312,0.1337579617834395,622,0,0,1
BenchmarkTest00120,java/stack-trace-exposure,138,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,157,0.0573248407643312,0.1337579617834395,617,0,0,1
BenchmarkTest00120,java/stack-trace-exposure,144,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,157,0.0573248407643312,0.1337579617834395,633,0,0,1
BenchmarkTest00120,java/stack-trace-exposure,150,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,157,0.0573248407643312,0.1337579617834395,559,0,0,1
BenchmarkTest00121,java/stack-trace-exposure,128,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,164,0.0426829268292682,0.11585365853658537,579,0,0,0
BenchmarkTest00121,java/stack-trace-exposure,134,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,164,0.0426829268292682,0.11585365853658537,579,0,0,0
BenchmarkTest00121,java/stack-trace-exposure,140,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,164,0.0426829268292682,0.11585365853658537,576,0,0,0
BenchmarkTest00121,java/stack-trace-exposure,146,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,164,0.0426829268292682,0.11585365853658537,571,0,0,0
BenchmarkTest00121,java/stack-trace-exposure,152,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,164,0.0426829268292682,0.11585365853658537,587,0,0,0
BenchmarkTest00121,java/stack-trace-exposure,158,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,164,0.0426829268292682,0.11585365853658537,494,0,0,0
BenchmarkTest00122,java/stack-trace-exposure,118,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,154,0.0454545454545454,0.12337662337662338,579,0,0,0
BenchmarkTest00122,java/stack-trace-exposure,124,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,154,0.0454545454545454,0.12337662337662338,579,0,0,0
BenchmarkTest00122,java/stack-trace-exposure,130,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,154,0.0454545454545454,0.12337662337662338,576,0,0,0
BenchmarkTest00122,java/stack-trace-exposure,136,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,154,0.0454545454545454,0.12337662337662338,571,0,0,0
BenchmarkTest00122,java/stack-trace-exposure,142,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,154,0.0454545454545454,0.12337662337662338,587,0,0,0
BenchmarkTest00122,java/stack-trace-exposure,148,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,154,0.0454545454545454,0.12337662337662338,494,0,0,0
BenchmarkTest00123,java/stack-trace-exposure,119,0,0,0,0,0,0,0,0,1,0,2,0,1,1,6.0,123,0.032520325203252,0.04878048780487805,391,0,0,1
BenchmarkTest00124,java/stack-trace-exposure,124,0,0,0,0,0,0,0,0,1,0,2,0,0,1,5.0,128,0.0234375,0.0390625,391,0,0,1
BenchmarkTest00125,java/stack-trace-exposure,119,0,0,0,0,0,0,0,0,1,0,2,0,1,1,6.0,123,0.032520325203252,0.04878048780487805,391,0,0,1
BenchmarkTest00126,java/stack-trace-exposure,121,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.0,125,0.016,0.032,376,0,0,0
BenchmarkTest00127,java/stack-trace-exposure,130,0,0,0,0,0,0,0,0,1,0,1,0,1,1,5.0,134,0.0223880597014925,0.03731343283582089,353,0,0,0
BenchmarkTest00128,java/stack-trace-exposure,125,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4.0,129,0.0155038759689922,0.031007751937984496,353,0,0,0
BenchmarkTest00129,java/stack-trace-exposure,120,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4.0,124,0.0161290322580645,0.03225806451612903,353,0,0,0
BenchmarkTest00130,java/stack-trace-exposure,139,0,0,0,0,0,0,0,0,1,0,1,0,1,1,5.0,143,0.0209790209790209,0.03496503496503497,353,0,0,0
BenchmarkTest00208,java/stack-trace-exposure,129,0,0,0,0,0,0,0,0,7,0,2,0,0,7,23.0,172,0.0523255813953488,0.13372093023255813,627,0,0,1
BenchmarkTest00208,java/stack-trace-exposure,135,0,0,0,0,0,0,0,0,7,0,2,0,0,7,23.0,172,0.0523255813953488,0.13372093023255813,624,0,0,1
BenchmarkTest00208,java/stack-trace-exposure,141,0,0,0,0,0,0,0,0,7,0,2,0,0,7,23.0,172,0.0523255813953488,0.13372093023255813,625,0,0,1
BenchmarkTest00208,java/stack-trace-exposure,147,0,0,0,0,0,0,0,0,7,0,2,0,0,7,23.0,172,0.0523255813953488,0.13372093023255813,622,0,0,1
BenchmarkTest00208,java/stack-trace-exposure,153,0,0,0,0,0,0,0,0,7,0,2,0,0,7,23.0,172,0.0523255813953488,0.13372093023255813,617,0,0,1
BenchmarkTest00208,java/stack-trace-exposure,159,0,0,0,0,0,0,0,0,7,0,2,0,0,7,23.0,172,0.0523255813953488,0.13372093023255813,633,0,0,1
BenchmarkTest00208,java/stack-trace-exposure,165,0,0,0,0,0,0,0,0,7,0,2,0,0,7,23.0,172,0.0523255813953488,0.13372093023255813,553,0,0,1
BenchmarkTest00209,java/stack-trace-exposure,111,0,0,0,0,0,0,0,0,2,0,0,0,1,2,7.0,124,0.0241935483870967,0.056451612903225805,622,0,0,0
BenchmarkTest00209,java/stack-trace-exposure,117,0,0,0,0,0,0,0,0,2,0,0,0,1,2,7.0,124,0.0241935483870967,0.056451612903225805,537,0,0,0
BenchmarkTest00210,java/stack-trace-exposure,132,0,0,0,0,0,0,0,0,1,0,2,0,1,1,6.0,136,0.0294117647058823,0.04411764705882353,391,0,0,1
BenchmarkTest00211,java/stack-trace-exposure,131,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.0,135,0.0148148148148148,0.02962962962962963,376,0,0,0
BenchmarkTest00212,java/stack-trace-exposure,126,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,130,0.0076923076923076,0.023076923076923078,376,0,0,0
BenchmarkTest00213,java/stack-trace-exposure,140,0,0,0,0,0,0,0,0,1,0,1,0,1,1,5.0,144,0.0208333333333333,0.034722222222222224,353,0,0,0
BenchmarkTest00214,java/stack-trace-exposure,130,0,0,0,0,0,0,0,0,1,0,1,0,1,1,5.0,134,0.0223880597014925,0.03731343283582089,353,0,0,0
BenchmarkTest00254,java/stack-trace-exposure,125,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,162,0.0555555555555555,0.12962962962962962,625,0,0,1
BenchmarkTest00254,java/stack-trace-exposure,131,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,162,0.0555555555555555,0.12962962962962962,625,0,0,1
BenchmarkTest00254,java/stack-trace-exposure,137,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,162,0.0555555555555555,0.12962962962962962,622,0,0,1
BenchmarkTest00254,java/stack-trace-exposure,143,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,162,0.0555555555555555,0.12962962962962962,617,0,0,1
BenchmarkTest00254,java/stack-trace-exposure,149,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,162,0.0555555555555555,0.12962962962962962,633,0,0,1
BenchmarkTest00254,java/stack-trace-exposure,155,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,162,0.0555555555555555,0.12962962962962962,559,0,0,1
BenchmarkTest00255,java/stack-trace-exposure,123,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,159,0.0440251572327044,0.11949685534591195,579,0,0,0
BenchmarkTest00255,java/stack-trace-exposure,129,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,159,0.0440251572327044,0.11949685534591195,579,0,0,0
BenchmarkTest00255,java/stack-trace-exposure,135,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,159,0.0440251572327044,0.11949685534591195,576,0,0,0
BenchmarkTest00255,java/stack-trace-exposure,141,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,159,0.0440251572327044,0.11949685534591195,571,0,0,0
BenchmarkTest00255,java/stack-trace-exposure,147,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,159,0.0440251572327044,0.11949685534591195,587,0,0,0
BenchmarkTest00255,java/stack-trace-exposure,153,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,159,0.0440251572327044,0.11949685534591195,494,0,0,0
BenchmarkTest00256,java/stack-trace-exposure,126,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,169,0.059171597633136,0.14201183431952663,627,0,0,1
BenchmarkTest00256,java/stack-trace-exposure,132,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,169,0.059171597633136,0.14201183431952663,624,0,0,1
BenchmarkTest00256,java/stack-trace-exposure,138,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,169,0.059171597633136,0.14201183431952663,625,0,0,1
BenchmarkTest00256,java/stack-trace-exposure,144,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,169,0.059171597633136,0.14201183431952663,622,0,0,1
BenchmarkTest00256,java/stack-trace-exposure,150,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,169,0.059171597633136,0.14201183431952663,617,0,0,1
BenchmarkTest00256,java/stack-trace-exposure,156,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,169,0.059171597633136,0.14201183431952663,633,0,0,1
BenchmarkTest00256,java/stack-trace-exposure,162,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,169,0.059171597633136,0.14201183431952663,553,0,0,1
BenchmarkTest00257,java/stack-trace-exposure,117,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,160,0.0625,0.15,627,0,0,1
BenchmarkTest00257,java/stack-trace-exposure,123,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,160,0.0625,0.15,624,0,0,1
BenchmarkTest00257,java/stack-trace-exposure,129,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,160,0.0625,0.15,625,0,0,1
BenchmarkTest00257,java/stack-trace-exposure,135,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,160,0.0625,0.15,622,0,0,1
BenchmarkTest00257,java/stack-trace-exposure,141,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,160,0.0625,0.15,617,0,0,1
BenchmarkTest00257,java/stack-trace-exposure,147,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,160,0.0625,0.15,633,0,0,1
BenchmarkTest00257,java/stack-trace-exposure,153,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,160,0.0625,0.15,553,0,0,1
BenchmarkTest00258,java/stack-trace-exposure,116,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,159,0.0628930817610062,0.1509433962264151,627,0,0,1
BenchmarkTest00258,java/stack-trace-exposure,122,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,159,0.0628930817610062,0.1509433962264151,624,0,0,1
BenchmarkTest00258,java/stack-trace-exposure,128,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,159,0.0628930817610062,0.1509433962264151,625,0,0,1
BenchmarkTest00258,java/stack-trace-exposure,134,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,159,0.0628930817610062,0.1509433962264151,622,0,0,1
BenchmarkTest00258,java/stack-trace-exposure,140,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,159,0.0628930817610062,0.1509433962264151,617,0,0,1
BenchmarkTest00258,java/stack-trace-exposure,146,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,159,0.0628930817610062,0.1509433962264151,633,0,0,1
BenchmarkTest00258,java/stack-trace-exposure,152,0,0,0,0,0,0,0,0,7,0,2,0,1,7,24.0,159,0.0628930817610062,0.1509433962264151,553,0,0,1
BenchmarkTest00259,java/stack-trace-exposure,102,0,0,0,0,0,0,0,0,2,0,0,0,1,2,7.0,115,0.0260869565217391,0.06086956521739131,622,0,0,0
BenchmarkTest00259,java/stack-trace-exposure,108,0,0,0,0,0,0,0,0,2,0,0,0,1,2,7.0,115,0.0260869565217391,0.06086956521739131,537,0,0,0
BenchmarkTest00260,java/stack-trace-exposure,102,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6.0,115,0.017391304347826,0.05217391304347826,622,0,0,0
BenchmarkTest00260,java/stack-trace-exposure,108,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6.0,115,0.017391304347826,0.05217391304347826,537,0,0,0
BenchmarkTest00345,java/stack-trace-exposure,105,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,109,0.0091743119266055,0.027522935779816515,376,0,0,0
BenchmarkTest00350,java/stack-trace-exposure,101,0,0,0,0,0,0,0,0,2,0,0,0,1,2,7.0,114,0.0263157894736842,0.06140350877192982,622,0,0,0
BenchmarkTest00350,java/stack-trace-exposure,107,0,0,0,0,0,0,0,0,2,0,0,0,1,2,7.0,114,0.0263157894736842,0.06140350877192982,537,0,0,0
BenchmarkTest00351,java/stack-trace-exposure,100,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6.0,113,0.0176991150442477,0.05309734513274336,622,0,0,0
BenchmarkTest00351,java/stack-trace-exposure,106,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6.0,113,0.0176991150442477,0.05309734513274336,537,0,0,0
BenchmarkTest00352,java/stack-trace-exposure,126,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.0,130,0.0153846153846153,0.03076923076923077,376,0,0,0
BenchmarkTest00353,java/stack-trace-exposure,112,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.0,116,0.0172413793103448,0.034482758620689655,376,0,0,0
BenchmarkTest00354,java/stack-trace-exposure,112,0,0,0,0,0,0,0,0,1,0,2,0,1,1,6.0,116,0.0344827586206896,0.05172413793103448,376,0,0,1
BenchmarkTest00355,java/stack-trace-exposure,125,0,0,0,0,0,0,0,0,1,0,2,0,1,1,6.0,129,0.0310077519379844,0.046511627906976744,376,0,0,1
BenchmarkTest00356,java/stack-trace-exposure,110,0,0,0,0,0,0,0,0,1,0,2,0,1,1,6.0,114,0.0350877192982456,0.05263157894736842,376,0,0,1
BenchmarkTest00357,java/stack-trace-exposure,115,0,0,0,0,0,0,0,0,1,0,1,0,1,1,5.0,119,0.0252100840336134,0.04201680672268908,353,0,0,0
BenchmarkTest00358,java/stack-trace-exposure,116,0,0,0,0,0,0,0,0,1,0,1,0,1,1,5.0,120,0.025,0.041666666666666664,353,0,0,0
BenchmarkTest00443,java/stack-trace-exposure,122,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,158,0.0443037974683544,0.12025316455696203,579,0,0,0
BenchmarkTest00443,java/stack-trace-exposure,128,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,158,0.0443037974683544,0.12025316455696203,579,0,0,0
BenchmarkTest00443,java/stack-trace-exposure,134,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,158,0.0443037974683544,0.12025316455696203,576,0,0,0
BenchmarkTest00443,java/stack-trace-exposure,140,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,158,0.0443037974683544,0.12025316455696203,571,0,0,0
BenchmarkTest00443,java/stack-trace-exposure,146,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,158,0.0443037974683544,0.12025316455696203,587,0,0,0
BenchmarkTest00443,java/stack-trace-exposure,152,0,0,0,0,0,0,0,0,6,0,0,0,1,6,19.0,158,0.0443037974683544,0.12025316455696203,494,0,0,0
BenchmarkTest00444,java/stack-trace-exposure,99,0,0,0,0,0,0,0,0,2,0,0,0,1,2,7.0,112,0.0267857142857142,0.0625,622,0,0,0
BenchmarkTest00444,java/stack-trace-exposure,105,0,0,0,0,0,0,0,0,2,0,0,0,1,2,7.0,112,0.0267857142857142,0.0625,537,0,0,0
BenchmarkTest00445,java/stack-trace-exposure,138,0,0,0,0,0,0,0,0,1,0,2,0,1,1,6.0,142,0.028169014084507,0.04225352112676056,391,0,0,1
BenchmarkTest00446,java/stack-trace-exposure,123,0,0,0,0,0,0,0,0,1,0,2,0,0,1,5.0,127,0.0236220472440944,0.03937007874015748,391,0,0,1
BenchmarkTest00447,java/stack-trace-exposure,129,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.0,133,0.0150375939849624,0.03007518796992481,376,0,0,0
BenchmarkTest00448,java/stack-trace-exposure,114,0,0,0,0,0,0,0,0,1,0,2,0,0,1,5.0,118,0.0254237288135593,0.0423728813559322,376,0,0,1
BenchmarkTest00449,java/stack-trace-exposure,112,0,0,0,0,0,0,0,0,1,0,2,0,1,1,6.0,116,0.0344827586206896,0.05172413793103448,376,0,0,1
BenchmarkTest00450,java/stack-trace-exposure,139,0,0,0,0,0,0,0,0,1,0,1,0,1,1,5.0,143,0.0209790209790209,0.03496503496503497,353,0,0,0
BenchmarkTest00451,java/stack-trace-exposure,124,0,0,0,0,0,0,0,0,1,0,1,0,1,1,5.0,128,0.0234375,0.0390625,353,0,0,0
BenchmarkTest00521,java/stack-trace-exposure,130,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,167,0.0538922155688622,0.12574850299401197,625,0,0,1
BenchmarkTest00521,java/stack-trace-exposure,136,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,167,0.0538922155688622,0.12574850299401197,625,0,0,1
BenchmarkTest00521,java/stack-trace-exposure,142,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,167,0.0538922155688622,0.12574850299401197,622,0,0,1
BenchmarkTest00521,java/stack-trace-exposure,148,0,0,0,0,0,0,0,0,6,0,2,0,1,6,21.0,167,0.0538922155688622,0.12574850299401197,617,0,0,1
